iteration, fitness, params
0,0.00423125989846,"[ 0.01955966  0.33272865  0.40720627  0.36258252  0.76362951  0.51605062
  0.7948495   0.15467587  0.39000568  0.89483453  0.1944949   0.11926762
  0.12308437  0.84309388  0.34230571]"
1,0.00445503227447,"[0.012650784864809084, 0.31917066054840093, 0.15090041404029525, 0.3944470913270661, 0.90077896150919035, 0.47231321748717986, 0.726325374443972, 0.5296373780531322, 0.85349456079854014, 0.53791942995929443, 0.75341439631369989, 0.17591172619370793, 0.90143281418761301, 0.6384656364886379, 0.1482054995643286]"
2,0.00445503227447,"[0.012650784864809084, 0.31917066054840093, 0.15090041404029525, 0.3944470913270661, 0.90077896150919035, 0.47231321748717986, 0.726325374443972, 0.5296373780531322, 0.85349456079854014, 0.53791942995929443, 0.75341439631369989, 0.17591172619370793, 0.90143281418761301, 0.6384656364886379, 0.1482054995643286]"
3,0.00445503227447,"[0.012650784864809084, 0.31917066054840093, 0.15090041404029525, 0.3944470913270661, 0.90077896150919035, 0.47231321748717986, 0.726325374443972, 0.5296373780531322, 0.85349456079854014, 0.53791942995929443, 0.75341439631369989, 0.17591172619370793, 0.90143281418761301, 0.6384656364886379, 0.1482054995643286]"
4,0.00445503227447,"[0.012650784864809084, 0.31917066054840093, 0.15090041404029525, 0.3944470913270661, 0.90077896150919035, 0.47231321748717986, 0.726325374443972, 0.5296373780531322, 0.85349456079854014, 0.53791942995929443, 0.75341439631369989, 0.17591172619370793, 0.90143281418761301, 0.6384656364886379, 0.1482054995643286]"
5,0.00445503227447,"[0.012650784864809084, 0.31917066054840093, 0.15090041404029525, 0.3944470913270661, 0.90077896150919035, 0.47231321748717986, 0.726325374443972, 0.5296373780531322, 0.85349456079854014, 0.53791942995929443, 0.75341439631369989, 0.17591172619370793, 0.90143281418761301, 0.6384656364886379, 0.1482054995643286]"
6,0.00485866256964,"[0.23626253942923114, 0.316422069295555, 0.56359103220825979, 0.39317811595903163, 0.6439260601576083, 0.48843943799861395, 0.6712569113340046, 0.50746251575562029, 0.7184397906325982, 0.52738019882894083, 0.77495793436120342, 0.46395500862977329, 0.77429194931368084, 0.50105528431478397, 0.4478754533585375]"
7,0.00485866256964,"[0.23626253942923114, 0.316422069295555, 0.56359103220825979, 0.39317811595903163, 0.6439260601576083, 0.48843943799861395, 0.6712569113340046, 0.50746251575562029, 0.7184397906325982, 0.52738019882894083, 0.77495793436120342, 0.46395500862977329, 0.77429194931368084, 0.50105528431478397, 0.4478754533585375]"
8,0.00485866256964,"[0.23626253942923114, 0.316422069295555, 0.56359103220825979, 0.39317811595903163, 0.6439260601576083, 0.48843943799861395, 0.6712569113340046, 0.50746251575562029, 0.7184397906325982, 0.52738019882894083, 0.77495793436120342, 0.46395500862977329, 0.77429194931368084, 0.50105528431478397, 0.4478754533585375]"
9,0.00649986552678,"[0.3268206890645441, 0.32836685772439733, 0.7272833298919299, 0.49322003107593193, 0.7795425077840583, 0.021825299995672565, 0.03178576162291524, 0.46025524663431933, 0.8682634789968946, 0.35249298124672507, 0.42067161073605885, 0.50012816930168902, 0.69083826458628272, 0.6069558810674617, 0.46664099946895055]"
