iteration, fitness, params
0,0.00278770093048,"[ 0.5756996   0.63749035  0.94516298  0.42741957  0.46403071  0.30433136
  0.22735066  0.11262005  0.20762716  0.7729387   0.8079556   0.37899773
  0.0186631   0.2062894   0.8284333 ]"
1,0.00337532212531,"[0.72632546307956991, 0.38208796734934231, 0.61122900279060821, 0.16415271208648829, 0.5219608653975628, 0.6694857526997356, 0.21893729896617686, 0.23454118377228811, 0.04224072625626052, 0.60754965054096544, 0.9634990761162178, 0.3200326149329603, 0.5299945752972272, 0.28544668160956921, 0.5291633851778359]"
2,0.0036833058722,"[0.080975382506215277, 0.653310773624401, 0.36510704078004974, 0.75950435674417427, 0.5066163144118093, 0.14344814965074165, 0.9840651620436269, 0.25977567036946742, 0.8767178410838302, 0.9999260314285348, 0.032960318325343796, 0.059392432264061434, 1.0, 0.063322737793750694, 0.10942939735326085]"
3,0.00409312377029,"[0.1568720909732565, 0.5246747386710042, 0.58192678006659349, 0.57639671559949046, 0.44174694777364282, 0.39819678805625025, 0.13025547406932736, 0.19750801118557249, 0.21574131788630402, 0.34143877932221067, 0.6146061006649153, 0.20900928512290351, 0.60443085482633974, 0.11959583458140016, 0.36800226225465693]"
4,0.00409312377029,"[0.1568720909732565, 0.5246747386710042, 0.58192678006659349, 0.57639671559949046, 0.44174694777364282, 0.39819678805625025, 0.13025547406932736, 0.19750801118557249, 0.21574131788630402, 0.34143877932221067, 0.6146061006649153, 0.20900928512290351, 0.60443085482633974, 0.11959583458140016, 0.36800226225465693]"
5,0.00409312377029,"[0.1568720909732565, 0.5246747386710042, 0.58192678006659349, 0.57639671559949046, 0.44174694777364282, 0.39819678805625025, 0.13025547406932736, 0.19750801118557249, 0.21574131788630402, 0.34143877932221067, 0.6146061006649153, 0.20900928512290351, 0.60443085482633974, 0.11959583458140016, 0.36800226225465693]"
6,0.00409312377029,"[0.1568720909732565, 0.5246747386710042, 0.58192678006659349, 0.57639671559949046, 0.44174694777364282, 0.39819678805625025, 0.13025547406932736, 0.19750801118557249, 0.21574131788630402, 0.34143877932221067, 0.6146061006649153, 0.20900928512290351, 0.60443085482633974, 0.11959583458140016, 0.36800226225465693]"
7,0.00409312377029,"[0.1568720909732565, 0.5246747386710042, 0.58192678006659349, 0.57639671559949046, 0.44174694777364282, 0.39819678805625025, 0.13025547406932736, 0.19750801118557249, 0.21574131788630402, 0.34143877932221067, 0.6146061006649153, 0.20900928512290351, 0.60443085482633974, 0.11959583458140016, 0.36800226225465693]"
8,0.00409312377029,"[0.1568720909732565, 0.5246747386710042, 0.58192678006659349, 0.57639671559949046, 0.44174694777364282, 0.39819678805625025, 0.13025547406932736, 0.19750801118557249, 0.21574131788630402, 0.34143877932221067, 0.6146061006649153, 0.20900928512290351, 0.60443085482633974, 0.11959583458140016, 0.36800226225465693]"
