iteration, fitness, params
0,0.00379594983884,"[ 0.61293214  0.4138391   0.01135081  0.25931594  0.65347321  0.39864119
  0.21210996  0.19560338  0.38993982  0.04513331  0.95985337  0.44606285
  0.26177998  0.66026942  0.05064168]"
1,0.00482033317013,"[0.47905359910414824, 0.53728473877103244, 0.45927407707747209, 0.37818119977165077, 0.1541887255860056, 0.013038796532668262, 0.33713340597333391, 0.01641648651701144, 0.40368961116939739, 0.71199465942742535, 0.6243175849945831, 0.6126282460942396, 0.00092722016994772893, 0.38014334979956915, 0.76514894764378316]"
2,0.00511045133759,"[0.091892006539025128, 0.45494355952063015, 1.0, 0.08962981307093687, 0.3922476832694619, 0.4283314830782789, 0.48856009193949246, 0.11552670594384135, 0.7695028680597861, 0.6816154210588913, 0.95440326320080038, 0.17333120139057734, 1.0, 0.59100982788917311, 0.071043786804169118]"
3,0.00511045133759,"[0.091892006539025128, 0.45494355952063015, 1.0, 0.08962981307093687, 0.3922476832694619, 0.4283314830782789, 0.48856009193949246, 0.11552670594384135, 0.7695028680597861, 0.6816154210588913, 0.95440326320080038, 0.17333120139057734, 1.0, 0.59100982788917311, 0.071043786804169118]"
4,0.00583508034716,"[0.5057678057518716, 0.54707469787631058, 0.69231643957002631, 0.05188081539424205, 0.78502774344623238, 0.6860497217042114, 0.14388369129410067, 0.09254429889639437, 0.31567568196585005, 0.72862429197447165, 0.090619492464772966, 0.58882275338389434, 0.34761936339910904, 0.4160296615360154, 0.7672456537502873]"
5,0.00583508034716,"[0.5057678057518716, 0.54707469787631058, 0.69231643957002631, 0.05188081539424205, 0.78502774344623238, 0.6860497217042114, 0.14388369129410067, 0.09254429889639437, 0.31567568196585005, 0.72862429197447165, 0.090619492464772966, 0.58882275338389434, 0.34761936339910904, 0.4160296615360154, 0.7672456537502873]"
6,0.00583508034716,"[0.5057678057518716, 0.54707469787631058, 0.69231643957002631, 0.05188081539424205, 0.78502774344623238, 0.6860497217042114, 0.14388369129410067, 0.09254429889639437, 0.31567568196585005, 0.72862429197447165, 0.090619492464772966, 0.58882275338389434, 0.34761936339910904, 0.4160296615360154, 0.7672456537502873]"
7,0.00583508034716,"[0.5057678057518716, 0.54707469787631058, 0.69231643957002631, 0.05188081539424205, 0.78502774344623238, 0.6860497217042114, 0.14388369129410067, 0.09254429889639437, 0.31567568196585005, 0.72862429197447165, 0.090619492464772966, 0.58882275338389434, 0.34761936339910904, 0.4160296615360154, 0.7672456537502873]"
8,0.00583508034716,"[0.5057678057518716, 0.54707469787631058, 0.69231643957002631, 0.05188081539424205, 0.78502774344623238, 0.6860497217042114, 0.14388369129410067, 0.09254429889639437, 0.31567568196585005, 0.72862429197447165, 0.090619492464772966, 0.58882275338389434, 0.34761936339910904, 0.4160296615360154, 0.7672456537502873]"
9,0.00583508034716,"[0.5057678057518716, 0.54707469787631058, 0.69231643957002631, 0.05188081539424205, 0.78502774344623238, 0.6860497217042114, 0.14388369129410067, 0.09254429889639437, 0.31567568196585005, 0.72862429197447165, 0.090619492464772966, 0.58882275338389434, 0.34761936339910904, 0.4160296615360154, 0.7672456537502873]"
