iteration, fitness, params
0,0.00327909864987,"[ 0.1035541   0.59518209  0.20043305  0.44013014  0.05789867  0.42566409
  0.84349885  0.12767448  0.22392572  0.83506556  0.39582421  0.26394613
  0.38071786  0.78973688  0.79671208]"
1,0.00391182987753,"[0.019277051314809279, 0.70492411571639857, 0.82111079746990057, 0.27257642207019495, 0.033015681676834496, 0.5696920896094648, 0.7192366535626654, 0.20746629496847729, 0.33705366013342514, 0.69057430107133522, 0.573063731616664, 0.44377924969511395, 0.28844650120191984, 0.44703868733738694, 0.1079244007778592]"
2,0.00458124401412,"[0.18652733574887237, 0.85069070332035568, 0.07562067857118171, 0.33245963232214271, 0.30023063043393705, 0.44383423361729052, 0.6795394363972707, 0.2966907970610576, 0.27404131154000438, 0.4242807872958789, 0.36745659860999536, 0.5516039450273302, 0.9321813883809122, 0.46260576767103373, 0.9149540299472507]"
3,0.00458124401412,"[0.18652733574887237, 0.85069070332035568, 0.07562067857118171, 0.33245963232214271, 0.30023063043393705, 0.44383423361729052, 0.6795394363972707, 0.2966907970610576, 0.27404131154000438, 0.4242807872958789, 0.36745659860999536, 0.5516039450273302, 0.9321813883809122, 0.46260576767103373, 0.9149540299472507]"
4,0.00458124401412,"[0.18652733574887237, 0.85069070332035568, 0.07562067857118171, 0.33245963232214271, 0.30023063043393705, 0.44383423361729052, 0.6795394363972707, 0.2966907970610576, 0.27404131154000438, 0.4242807872958789, 0.36745659860999536, 0.5516039450273302, 0.9321813883809122, 0.46260576767103373, 0.9149540299472507]"
5,0.00458124401412,"[0.18652733574887237, 0.85069070332035568, 0.07562067857118171, 0.33245963232214271, 0.30023063043393705, 0.44383423361729052, 0.6795394363972707, 0.2966907970610576, 0.27404131154000438, 0.4242807872958789, 0.36745659860999536, 0.5516039450273302, 0.9321813883809122, 0.46260576767103373, 0.9149540299472507]"
6,0.00458124401412,"[0.18652733574887237, 0.85069070332035568, 0.07562067857118171, 0.33245963232214271, 0.30023063043393705, 0.44383423361729052, 0.6795394363972707, 0.2966907970610576, 0.27404131154000438, 0.4242807872958789, 0.36745659860999536, 0.5516039450273302, 0.9321813883809122, 0.46260576767103373, 0.9149540299472507]"
7,0.00458124401412,"[0.18652733574887237, 0.85069070332035568, 0.07562067857118171, 0.33245963232214271, 0.30023063043393705, 0.44383423361729052, 0.6795394363972707, 0.2966907970610576, 0.27404131154000438, 0.4242807872958789, 0.36745659860999536, 0.5516039450273302, 0.9321813883809122, 0.46260576767103373, 0.9149540299472507]"
